player_id,team_id
1628369,1610612738
1610612748,1610612748
1630202,1610612738
1627759,1610612738
1628997,1610612748
200782,1610612748
202710,1610612748
1629622,1610612748
1629057,1610612738
1628401,1610612738
1629684,1610612738
203473,1610612748
203506,1610612748
1628389,1610612748
1630174,1610612738
1628464,1610612738
1629639,1610612748
1629216,1610612748
1610612738,1610612738
203917,1610612738
1629312,1610612748
203935,1610612738
201143,1610612738
1630209,1610612748
1628436,1610612738
1629752,1610612738
1629130,1610612748
200768,1610612748 
202357,1610612744
1630182,1610612742
1628467,1610612742
1628973,1610612742
203490,1610612744
1628425,1610612742
1630541,1610612744
202691,1610612744
203952,1610612744
1627814,1610612744
1626172,1610612744
1610612744,1610612744
203493,1610612742
1630228,1610612744
1629308,1610612744
203504,1610612742
1629673,1610612744
203915,1610612742
201939,1610612744
1629029,1610612742
1610612742,1610612742
203939,1610612742
202722,1610612742
1628373,1610612742
1627737,1610612742
1627827,1610612742
203110,1610612744 
2738,1610612744 
1630573,1610612738
1630238,1610612738
203152,1610612738
1627780,1610612744 
204005,1610612744 
